agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
0,9,0,0,2014,0,53.0
5,9,0.8767318893224,957.5333333333,2014,0,53.0
0,10,0,0,2014,0,53.0
5,10,0.1780177671462,956.8333333333,2014,0,53.0
0,11,0,0,2014,0,53.0
5,11,0.06354677956551,957.3,2014,0,53.0
0,12,0,0,2014,0,53.0
5,12,0.02541782706976,957.3333333333,2014,0,53.0
0,1,0,0,2015,0,53.0
5,1,0.2275482360274,962.4333333333,2015,0,53.0
0,2,0,0,2015,0,53.0
5,2,0.1515728272498,963.2333333333,2015,0,53.0
0,3,0,0,2015,0,53.0
5,3,0.3540129475296,962.3,2015,0,53.0
0,4,0,0,2015,0,53.0
5,4,0.4919987618923,964.4333333333,2015,0,53.0
0,5,0,0,2015,0,53.0
5,5,0.6938683800399,964.4,2015,0,53.0
0,6,0,0,2015,0,53.0
5,6,0.70531398803,966,2015,0,53.0
0,7,0,0,2015,0,53.0
5,7,0.9820627458394,966.3333333333,2015,0,53.0
0,8,0,0,2015,0,53.0
5,8,0.7025261968374,969.8333333333,2015,0,53.0
0,9,0,0,2015,0,53.0
5,9,1.002919450402,970.5,2015,0,53.0
0,10,0,0,2015,0,53.0
5,10,0.8038264513016,968.7,2015,0,53.0
0,11,0,0,2015,0,53.0
5,11,0.7923299409449,967.4,2015,0,53.0
0,12,0,0,2015,0,53.0
5,12,0.9799669906497,968.4,2015,0,53.0
0,1,0,0,2013,0,9.0
5,1,0.9422894511372,1020.033333333,2013,0,9.0
0,2,0,0,2013,0,9.0
5,2,1.060180797242,1021.366666667,2013,0,9.0
0,3,0,0,2013,0,9.0
5,3,0.8560818582773,1023.266666667,2013,0,9.0
0,4,0,0,2013,0,9.0
5,4,1.084854791872,1020.566666667,2013,0,9.0
0,5,0,0,2013,0,9.0
5,5,0.9797054287046,1018.333333333,2013,0,9.0
0,6,0,0,2013,0,9.0
5,6,0.8256294094026,1016.8,2013,0,9.0
0,7,0,0,2013,0,9.0
5,7,0.8602009937167,1018.366666667,2013,0,9.0
0,8,0,0,2013,0,9.0
5,8,0.8610747233033,1017.333333333,2013,0,9.0
0,9,0,0,2013,0,9.0
5,9,0.96991666127,1016.066666667,2013,0,9.0
0,10,0,0,2013,0,9.0
5,10,0.9324337374419,1017.766666667,2013,0,9.0
0,11,0,0,2013,0,9.0
5,11,0.8963947417215,1017.966666667,2013,0,9.0
0,12,0,0,2013,0,9.0
5,12,1.066305618733,1015.5,2013,0,9.0
0,1,0,0,2014,0,9.0
5,1,0.7668067216873,1015.466666667,2014,0,9.0
0,2,0,0,2014,0,9.0
5,2,1.319204829633,1014.5,2014,0,9.0
0,3,0,0,2014,0,9.0
